,0
183,None
184,"Room heaters, electric"
185,Portable electric heaters (assumed)
186,"Room heaters, wood logs"
187,"Room heaters, coal"
188,"Room heaters, smokeless fuel"
189,SAP05:Secondary-Heating
190,"Room heaters, dual fuel (mineral and wood)"
191,"Room heaters, LPG"
192,Portable electric heaters
193,"Room heaters, bottled gas"
194,"Room heaters, anthracite"
195,"Room heaters, wood chips"
196,"Room heaters, wood pellets"
197,"Room heaters, oil"
198,"Room heaters, bottled LPG"
199,"Room heaters, bioethanol"
200,"Room heaters, mains gas"
201,None
202,"Room heaters, electric"
203,Portable electric heaters (assumed)
204,"Room heaters, wood logs"
205,"Room heaters, coal"
206,"Room heaters, smokeless fuel"
207,SAP05:Secondary-Heating
208,"Room heaters, dual fuel (mineral and wood)"
209,"Room heaters, LPG"
210,Portable electric heaters
211,"Room heaters, bottled gas"
212,"Room heaters, anthracite"
213,"Room heaters, wood chips"
214,"Room heaters, wood pellets"
215,"Room heaters, oil"
216,"Room heaters, bottled LPG"
217,"Room heaters, bioethanol"
218,
219,"Gwresogyddion ystafell, pelenni coed"
220,"Gwresogyddion ystafell, electric"
